,protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
6348,SLCO2A1,0.305499132430911,0.6551488954093507,1.1430990171938865e-16,0.24259220684351523,0.34768869338526853,2.8073219819436674e-16
3033,ICAM3,0.3608619571548315,0.6551007994028386,1.150968132336706e-16,-0.06630191365153082,0.15696179095828694,2.8257604303633753e-16
5751,RNASE4,0.3608915951241056,0.6550844854070659,1.1536492677544624e-16,-0.32688201307271525,0.08937602326565634,2.8314542116019466e-16
4456,NOL9,0.5143549616609615,0.6549738863287249,1.1719867709508152e-16,0.017249659752040514,0.23595774087688928,2.8755585076465736e-16
5861,RPS11,0.4294817026813865,0.6549431643625191,1.1771306813155815e-16,-0.9468113079257725,0.008029484150143743,2.8872738128725237e-16
1505,CS,0.40443118948398094,0.6547956989247311,1.202128996191122e-16,-0.15704002285773844,0.19938741314119132,2.947665519814093e-16
5815,RPL18A,0.41552185381986084,0.6546420890937019,1.2287183525795757e-16,-0.025099617495247584,0.21430100384538486,3.0119194465300663e-16
1749,DHCR7,0.410585621219693,0.6546359447004607,1.2297937504341397e-16,0.405822585928839,0.49363045437799946,3.0136111265337845e-16
3481,LARS2,0.34099873483696974,0.6545929339477726,1.2373472344378639e-16,0.09011491552259365,0.2901184173935001,3.0311713334710217e-16
6030,SCRIB,0.4200326441579003,0.6545560675883256,1.243857583015265e-16,0.07103757848918679,0.2967682234657979,3.0461659406216038e-16
5217,PPP4R3A,0.5026224514564566,0.6545476889818171,1.2453418322131297e-16,-0.23979030323170925,0.2046790584122777,3.048846263402535e-16
6890,THOP1,0.41272911880364993,0.6544761904761904,1.258077948211041e-16,0.41726129827113734,0.5133383382972615,3.079063113550301e-16
457,ARHGEF2,0.5123035071373192,0.6544700460829492,1.2591783545067318e-16,0.3566540836331702,0.5254761782481935,3.080792333109683e-16
4060,MRPS21,0.37480536156887345,0.6544393241167433,1.2646944567663155e-16,-0.6153293688707171,0.050465664678003654,3.0933208382820886e-16
7180,TRMT1,0.46792819585656553,0.6544254612684609,1.2671912151408672e-16,0.19362510867156457,0.3394135773593472,3.0984587948833584e-16
2942,HNRNPF,0.3518317824143039,0.6543655913978493,1.2780292601571612e-16,0.17541854672995438,0.3874930938746165,3.123982772796661e-16
5622,RBMS2,0.4933125161602482,0.6543215186559869,1.286065216918776e-16,-0.07452981490333155,0.25734939590162076,3.142643588484432e-16
513,ARVCF,0.3166808163087631,0.6542916876588237,1.2915323137719963e-16,0.11483964174738803,0.2748352603233917,3.155017413592928e-16
405,APOO,0.43632425831930033,0.654279569892473,1.2937595809772418e-16,-0.4365792549366396,0.19435301597246285,3.159471571153289e-16
723,BORCS6,0.48254376964728396,0.6542181259600613,1.3051107615756715e-16,-0.2729363624059038,0.10649076618249817,3.1857881378268863e-16
2963,HPGDS,0.4136224894094538,0.6542168343074756,1.3053504195519267e-16,0.3008380206103721,0.4457291430505309,3.1857881378268863e-16
359,AP2B1,0.4030293021053911,0.6541996927803378,1.308534981591891e-16,-0.8076377290453467,0.07287058965592083,3.192564137870172e-16
257,ALDH1L2,0.3658811355642011,0.6541443932411672,1.3188602032269905e-16,0.3495715895710261,0.48094343857010563,3.2167522636861614e-16
2450,FTH1,0.4154388116237916,0.6540153609831028,1.3432618005629349e-16,-0.43053372219720853,0.09335806136097372,3.2752474451381785e-16
5113,POLR2H,0.41612793176364693,0.6539907834101382,1.3479592991514537e-16,0.26011891812529875,0.41324859987752066,3.2856770451737835e-16
836,C6,0.4157426315707099,0.653984639016897,1.349136170353157e-16,-0.20921505531166562,0.1679913164450391,3.2875212225864163e-16
5022,PLEKHG3,0.40141776935694995,0.6539170506912442,1.3621479537858364e-16,0.4969356630919123,0.5351025887075904,3.3181941122743113e-16
850,C9,0.4265305967803179,0.6538986175115207,1.365717772886966e-16,-0.6375391358403928,0.006141489960056519,3.32585442699933e-16
4068,MRPS30,0.33321657165909424,0.6537572964669738,1.3933906199482093e-16,-0.3241857937988033,0.11853965100388014,3.391132989805505e-16
5097,POLE3,0.414303382601094,0.6537572964669738,1.3933906199482093e-16,-0.32494040221739917,0.20086851968821678,3.391132989805505e-16
1466,CPT1A,0.4146258739629278,0.6536835637480798,1.4080445507806652e-16,0.44769842735667076,0.5528714691627854,3.425730785756256e-16
4848,PEX14,0.43429791674229523,0.6536651305683563,1.41173141097397e-16,0.11948361886540704,0.3536038393294199,3.4336328036810924e-16
1074,CDC40,0.4174164886064823,0.6535852534562211,1.4278166965249138e-16,-0.49693332973679527,0.13872274149741987,3.471676157978824e-16
657,BCAP31,0.42708450644017704,0.6535791090629799,1.4290613897499488e-16,-0.13126023252671226,0.23365347227953068,3.47362280628468e-16
5228,PRAM1,0.383105112937666,0.6534978036203469,1.4456315445431913e-16,0.15244661537697413,0.3104947176893503,3.512808307367767e-16
7553,VWA8,0.4073786969168671,0.6534685099846389,1.4516473393946007e-16,-0.22375987931506724,0.27744374293776486,3.526330897125642e-16
888,CAMK1,0.39611795515085746,0.6534500768049154,1.455445296115464e-16,0.4249036959931828,0.517082814635171,3.534459207145346e-16
3819,MED14,0.3395678991825962,0.6533026113671274,1.4861791830232742e-16,-0.3395428419197013,0.08200074474052799,3.6079744163898355e-16
5340,PSMC6,0.36084639168444743,0.6531490015360982,1.5188652803595261e-16,-0.1780738911992239,0.1729154405923963,3.6850385306985775e-16
7120,TPX2,0.4725901762945073,0.6531502949853937,1.5185871521912966e-16,0.2301480599352128,0.400635853473784,3.6850385306985775e-16
2559,GFPT2,0.49112654712413695,0.6531358661375223,1.5216925727237475e-16,0.09176741206287553,0.3080427459182898,3.690753272510125e-16
388,APMAP,0.37698000538169774,0.6531182795698923,1.5254859674407736e-16,0.1964751241243956,0.39474262216593936,3.6988069551524276e-16
2649,GNPAT,0.42464377414563237,0.6530261136712748,1.5455170372720276e-16,-0.10655231207633364,0.20401268442684184,3.745053985607745e-16
7175,TRIP13,0.39803346239427884,0.6530277430959923,1.545160689525851e-16,0.1962878412318707,0.4029834476089553,3.745053985607745e-16
5743,RMDN2,0.4303739643259271,0.6529155145929337,1.5698924686512847e-16,0.0026278853042024375,0.312842765327175,3.802941743508934e-16
1940,ECHDC2,0.34795346044534625,0.6528702438595744,1.5799774745226271e-16,0.08268478158341908,0.25697221160568834,3.826186936754176e-16
126,ADAM17,0.441172307000551,0.6528540706605221,1.5835956617497876e-16,-0.0696704032481501,0.26157028120678966,3.833762075582432e-16
5923,RSRC2,0.32535190724976726,0.6528417818740399,1.5863502390300542e-16,-0.8776185291336611,0.020947252014872516,3.8392424411179095e-16
1419,COQ9,0.3998368636785913,0.6528356374807986,1.5877292762204532e-16,-0.5981056784160528,0.05594098530569639,3.8413914007412263e-16
7048,TNFAIP8,0.46362359330822045,0.6527680491551459,1.6029759175607774e-16,0.17463221493665637,0.3586733346020525,3.8770802805072357e-16
3576,LPIN2,0.4597965139427259,0.6526710354844042,1.6251097284373857e-16,0.24855882044790667,0.4372011734837733,3.9293997823299016e-16
5716,RHPN2,0.40735347896521523,0.652589861751152,1.643858000559291e-16,0.5993791866945479,0.6151794044586264,3.9735034859007337e-16
892,CAMK2G,0.4067323092811974,0.6525015746019386,1.6644882582338325e-16,0.004498579147234616,0.28865118420283503,4.0221276354356e-16
7221,TSPAN15,0.27063619930690785,0.652406335043716,1.6870256796912453e-16,-0.3950314617266688,0.04040603529343462,4.07532886551727e-16
555,ATG7,0.503304244912703,0.6523932411674346,1.6901473395092918e-16,0.16950040282645418,0.34079877837527284,4.081609289793665e-16
1781,DICER1,0.40065297385952037,0.6522887864823348,1.7152521282058264e-16,-0.03516979265111497,0.18276735237715205,4.140957452724066e-16
1600,CYLD,0.45235710720637456,0.6522497834211198,1.724718946603665e-16,0.3167354912969067,0.3802643531250516,4.1625274916179787e-16
953,CBR4,0.33095364969181573,0.6521474654377879,1.7497959264110573e-16,-0.29971501417290014,0.1282410396680293,4.2217469883983006e-16
2039,ELAVL1,0.41650213445165174,0.6521228878648233,1.7558722753851188e-16,-0.10955990987812325,0.232320365010749,4.2351011218200433e-16
218,AK2,0.4262146120526973,0.6521105990783409,1.758918147463741e-16,-0.3765370260060579,0.06220323411300844,4.241139873446789e-16
1800,DMAC2L,0.36592810969923917,0.6520614439324116,1.7711531499010595e-16,0.1548827502458595,0.30213144626914334,4.269098339545025e-16
2890,HK1,0.3969993933624777,0.6520596354850566,1.7716048593918625e-16,-0.01578007755661215,0.2528868392594181,4.269098339545025e-16
4562,NUDT5,0.45350187275825415,0.6520552995391704,1.7726883379963844e-16,0.20264056097223837,0.3511021543702536,4.270393649463418e-16
6077,SEC62,0.4593565659016623,0.6520307219662057,1.7788420536605244e-16,-0.797542246926231,0.04469440911245525,4.283898566420142e-16
7532,VPS41,0.4692827565669012,0.6519999999999999,1.7865634454761331e-16,-0.8990489889902609,0.012610635597700866,4.3011693661170553e-16
6297,SLC30A1,0.37938312821537545,0.6519508448540706,1.7989855808375208e-16,-0.6202951694207275,0.15912220038501204,4.329743142557258e-16
5348,PSMD4,0.4158032454733608,0.6519201228878647,1.8067920674916062e-16,-0.585151442353701,0.13406647382108733,4.3471939562963224e-16
7156,TRIM25,0.37356944938688996,0.6518771121351766,1.8177765703696564e-16,-0.009923390287513989,0.2043155765144033,4.372278085311025e-16
4142,MTMR6,0.3811328113312993,0.6517603686635944,1.8479203553818292e-16,-0.3171620829180197,0.16261735829286444,4.443416237256891e-16
2645,GNL1,0.44639384172882357,0.6517542242703532,1.84952027675659e-16,0.38452998991680565,0.5152366059172256,4.445896621017224e-16
2058,EMC1,0.4985051544838942,0.6515760368663592,1.8965090329429563e-16,0.10232087528721556,0.3557568896131051,4.557448127705009e-16
3239,IREB2,0.42824543058924747,0.6515330261136711,1.9080240813949226e-16,-0.14759164792159174,0.2160863115353687,4.58371141421102e-16
6213,SHROOM2,0.39482370730239713,0.6514878739777294,1.920185649284721e-16,0.3172823414145084,0.4550482123205187,4.611511252288943e-16
78,ACO1,0.4164617266644647,0.6513548387096773,1.956458544208312e-16,-0.07964327968646145,0.20736312500782067,4.69718193149092e-16
3806,MDK,0.42946144320602264,0.6513464109280132,1.9587787605830577e-16,0.4448497755918548,0.5542945011440724,4.701309440098398e-16
5249,PRKAB1,0.4492952727651983,0.6513179723502304,1.9666278477774627e-16,0.23717906729959204,0.4503877784382913,4.7187003145139e-16
6893,THSD7A,0.21212411685845856,0.6512915201815586,1.9739561601401045e-16,-0.10258774478003496,0.12306997883880633,4.734831366027568e-16
5436,PXK,0.3788004685956735,0.6510947021431677,2.0293235851154711e-16,0.33581735738197094,0.46635542307837696,4.866146254682163e-16
1525,CSTF2T,0.3710583696326095,0.6510906298003071,2.0304850011865387e-16,-0.10210972021175468,0.24203975566979047,4.8674390681217e-16
3669,MAD1L1,0.38219453611231347,0.6510660522273425,2.0375081756041988e-16,-0.36808507487943176,0.09552741122184541,4.882778477198543e-16
4793,PDE12,0.4334760636757907,0.6510599078341013,2.0392676604311426e-16,0.21873453846918833,0.335828825314577,4.885498205173781e-16
6564,SRSF3,0.34403146348540115,0.6510414746543778,2.0445549931631878e-16,-0.6404497072121131,0.04900121575361249,4.896665387790096e-16
5157,PPIE,0.3606228725262076,0.6508325652841782,2.1054185339110354e-16,-0.26645319074005136,0.11788665395475534,5.040888819177264e-16
2956,HOOK2,0.43164553076864987,0.6507834101382488,2.1199936448686246e-16,0.1524892817166944,0.3159450473764844,5.074232034933409e-16
5813,RPL15,0.4284352991955801,0.6507772657450076,2.1218224247221402e-16,-0.6530505570915441,0.01771278936353445,5.077055676407642e-16
6075,SEC61B,0.4068085161174627,0.6507711213517664,2.1236527400743697e-16,-0.8846097677319322,0.07941259468353482,5.079881263872086e-16
1763,DHX15,0.4164614898676262,0.6507219662058371,2.1383506914619904e-16,-0.3214117198239783,0.1942933259744349,5.113475728711614e-16
7516,VPS16,0.3669917886013979,0.6506175115207372,2.169913344662811e-16,-1.455955925060763,0.017005729772561186,5.187366192528273e-16
6624,STK17B,0.46588080077970706,0.6505785723180829,2.1817950943634026e-16,0.08001886562534166,0.26597457759884197,5.214176971619473e-16
6973,TMEM126A,0.4227109740218621,0.6505745007680491,2.1830411213212558e-16,-0.6536923943432666,0.11349237044394173,5.21556128618658e-16
2988,HSF1,0.33803329217544076,0.6504466455370292,2.222523297576247e-16,-0.0442161520717157,0.20639202843000454,5.308267857600428e-16
3444,KTN1,0.31210948378542147,0.6503840245775728,2.2421136003770987e-16,0.05162096912852687,0.2877779614249658,5.35342264412383e-16
1683,DDX19A,0.46711280482238426,0.6503778801843317,2.24404483864648e-16,0.29749375374292963,0.4436471584947177,5.3563987573673385e-16
7757,ZMYM3,0.4085131150142496,0.6503348694316434,2.2576089144683596e-16,-0.11411210128136084,0.25103143797560284,5.387131460943109e-16
1271,CLEC11A,0.37336423253931816,0.6503143630028608,2.264103980587542e-16,-0.39005144739528164,0.07416709523644466,5.400982414198157e-16
164,ADRM1,0.3435994018817615,0.650279569892473,2.2751657443177735e-16,-0.09619884236133025,0.20862244232006955,5.425715381723666e-16
1354,COG4,0.3532266409864896,0.6502549923195082,2.283011370101445e-16,-0.882082335262673,0.16533352008817423,5.442765905801129e-16
508,ARRDC1,0.3441474744482902,0.6501874039938556,2.304722866709823e-16,-0.7197222273506505,0.07615676867324346,5.492852609202996e-16
6843,TES,0.37114911329921985,0.6500706605222734,2.3426988099825253e-16,0.17081478677472828,0.3489404646244126,5.581660094938566e-16
6850,TFB1M,0.3650950963503966,0.650062442492998,2.3453949107837695e-16,0.009004315805751228,0.2391467526114498,5.586382153517248e-16
5838,RPL38,0.3513362102721287,0.6500030721966205,2.3649625295554186e-16,-0.5488971041918393,0.07837016245920703,5.631274552871381e-16
5370,PTBP3,0.45754234679604067,0.6499907834101382,2.369032544274589e-16,0.1697061141530849,0.48702423465760847,5.639249105695629e-16
6562,SRSF11,0.39090187973581425,0.6498433179723501,2.418407642336759e-16,-1.14507432126149,0.047579233350799666,5.755030294602412e-16
5201,PPP2CB,0.33321498630229673,0.649837173579109,2.4204865266641894e-16,-0.30925373074344154,0.1055906432981312,5.758225550963288e-16
6056,SDR39U1,0.3931512618881079,0.6498310291858678,2.422567150272545e-16,-0.11243421413359367,0.146669099031512,5.761423000739389e-16
1596,CYFIP1,0.36874205128521365,0.6498064516129032,2.4309070658244033e-16,-0.06982373530730523,0.21618992891811953,5.779500020935708e-16
4551,NUDT12,0.36122600581564235,0.6497204301075268,2.4603174103514077e-16,-0.16418224938020143,0.293930633584619,5.847645938550201e-16
3603,LRRC47,0.4170716840373043,0.6497019969278033,2.466664535150747e-16,0.13368629098520401,0.3196323599033698,5.860950787955389e-16
33,ABHD12,0.41892753142700656,0.6495975422427035,2.502933733630038e-16,0.1256402524260849,0.35101942705220873,5.945322704055316e-16
3868,MFAP2,0.3595474207099537,0.6495913978494623,2.50508330371108e-16,-0.12305416718434614,0.19747810948816244,5.948622222716474e-16
175,AFM,0.40113508552880195,0.6495668202764976,2.513699566094867e-16,-1.1911103172449025,2.3700381833710697e-05,5.967271018511093e-16
323,ANKRD28,0.46794054247008343,0.6494930875576036,2.5397217779121956e-16,0.19056574615230304,0.3447073484879807,6.027215942605945e-16
4645,OSBP,0.42182232035938927,0.6494623655913978,2.550641580409914e-16,-0.1675331555898243,0.27197139117508307,6.051294644211812e-16
1288,CLNS1A,0.5197007390093074,0.6493701996927803,2.5836758795140533e-16,0.4317414542744642,0.4690877252299016,6.127808589920839e-16
1276,CLIC3,0.40045227402178973,0.6493379915930789,2.595317866761107e-16,0.3522294467368734,0.4291348473613903,6.153554517673652e-16
6897,THUMPD3,0.44742745595959166,0.6492964669738862,2.6104027844586217e-16,0.047668236988768875,0.28244520273490015,6.187445630313739e-16
5360,PSMG1,0.5663701156869766,0.6492718894009216,2.619371404225498e-16,0.44316448247863327,0.5471721690095244,6.206823121433458e-16
3917,MIOS,0.39620793611792426,0.6492596006144393,2.623866953298814e-16,-0.4290333824303352,0.055827756922298875,6.215592764598219e-16
1199,CHD4,0.3340654767268164,0.649216589861751,2.6396605886297297e-16,-0.4330537135143593,0.12269094246882695,6.25111266250734e-16
482,ARL6IP5,0.39974982413499927,0.6491490015360982,2.6646662678822943e-16,0.02948029745710512,0.268754873741005,6.308419959859355e-16
929,CASC3,0.4484491026337142,0.6491305683563747,2.671525914365586e-16,-0.44522586593108415,0.20569241691461612,6.322746052093076e-16
7058,TNPO2,0.42404234342391167,0.6490384024577572,2.706082767874956e-16,0.1240383559352416,0.33443150598586463,6.402595102939476e-16
6206,SHC1,0.3826368007170521,0.6488725038402456,2.7693846214104295e-16,0.36469573355521556,0.44638289822355426,6.550386002017653e-16
4307,NDUFA2,0.39362851757668404,0.6488602150537633,2.7741305556731504e-16,-0.7910387181249088,0.002587166847105962,6.55962793424286e-16
6016,SCCPDH,0.45118145712056024,0.6488233486943162,2.7884159013786525e-16,0.3966841970291771,0.4799888629800269,6.591414076936784e-16
3441,KRT8,0.43134094439967274,0.6488120565477032,2.79280580035008e-16,0.44275007958131474,0.5180390306589348,6.599796667775929e-16
4581,NUP37,0.365019360154182,0.6487803379416281,2.805172637332936e-16,-0.04164551971804209,0.286376647504488,6.627019138996747e-16
2144,ERI3,0.376771423141528,0.6486943164362519,2.838980631321912e-16,-0.3031469270917002,0.11425835186144252,6.704863073128018e-16
3075,IGFBP4,0.4187844784708299,0.6486574500768049,2.8535908637401336e-16,0.33233281973926687,0.4639731451528521,6.737334058610119e-16
6927,TK1,0.4532448027817698,0.6485338270898982,2.903119043257015e-16,0.05166488744743658,0.3493188478880634,6.852201918031494e-16
6780,TBC1D10B,0.4121169680783917,0.648516129032258,2.9102776834449056e-16,-0.032845058835887064,0.23264444110171695,6.867026256381916e-16
4762,PCF11,0.5015614222492476,0.6484669738863287,2.9302505564774893e-16,-0.47204512796735787,0.10236438124818038,6.912068713138396e-16
614,ATXN2,0.3726150713417643,0.6483233230153997,2.9893868524916263e-16,0.032662654695171045,0.26301994934241807,7.049437431471058e-16
1197,CHD2,0.3736479526780968,0.6483133640552995,2.99352940315305e-16,-0.8292815604000929,0.08907474283804276,7.057078659271595e-16
5120,POLR3D,0.4411953957398226,0.6481720430107527,3.0529192106868947e-16,-0.30659412976080125,0.10710946393316952,7.1949183687836365e-16
3308,JAM3,0.341645576717285,0.6481493713660555,3.0625530360763627e-16,0.2002232091698608,0.35522696455982433,7.215448749454611e-16
518,ASAP3,0.31527488268644677,0.648125625567741,3.072675020745322e-16,0.21590255005392778,0.3111223288397537,7.237116534859954e-16
5397,PTPN13,0.4342330894369757,0.6480735954770832,3.0949675438405385e-16,0.3470139889876682,0.5004525930586055,7.287428093895452e-16
4417,NIPSNAP1,0.3944775907493565,0.6480368663594469,3.110798989914838e-16,0.1351706516429968,0.2715727538546816,7.322500661785695e-16
5072,PNP,0.449930849969126,0.6478832565284177,3.1778681619093933e-16,0.25688678058816194,0.38399682633127796,7.478124176430588e-16
2004,EIF2S3,0.3337097498011993,0.6478648233486941,3.1860104165102853e-16,-0.48068684973175757,0.16466819659791576,7.495029617426602e-16
550,ATG3,0.4650485147416866,0.6478463901689706,3.19417297244456e-16,-0.4064127188116111,0.19189982903570776,7.511972636939672e-16
7249,TTC39B,0.33453776956048653,0.6478402457757295,3.196898344330319e-16,0.50199337359126,0.5602602130780145,7.516122287151113e-16
971,CCDC134,0.4157384897009362,0.6478156682027648,3.207822480089752e-16,-0.044178673959925696,0.2784799559711279,7.539539494970565e-16
6898,THY1,0.4350623450018365,0.6478095238095237,3.21055918522684e-16,0.3702316531796598,0.48099824072069525,7.543705000554023e-16
6047,SDF4,0.36649609572487984,0.64752688172043,3.338933796778292e-16,-0.02693603183054094,0.2105978478548227,7.840630488862143e-16
4013,MRPL18,0.29459654255758694,0.64752688172043,3.338933796778292e-16,-0.9115560797215461,0.025403230369978564,7.840630488862143e-16
5467,RAB11B,0.4122345257662887,0.647379416282642,3.4078810282894554e-16,-0.3255568900873511,0.08942966255083915,8.000133674453818e-16
469,ARID4B,0.3861891735747991,0.6473440047296121,3.4246428235322934e-16,-0.03879824359419004,0.20730691718660435,8.037070556756556e-16
6098,SEMA4D,0.49696993463953143,0.6473241167434716,3.43409180869287e-16,0.22742246306150993,0.5145505486886128,8.056828472584172e-16
827,C4BPA,0.40089681451190684,0.6472872503840245,3.4516745430028966e-16,-1.1701416916327307,0.0014111843555651318,8.095651656782205e-16
2350,FECH,0.43623989646606065,0.6472380952380952,3.475254523660223e-16,0.08112689303532716,0.397829365922095,8.148513454457513e-16
6645,STT3A,0.3818398989280557,0.6472258064516129,3.481173969067889e-16,-0.4650344887777029,0.20903142024804794,8.159946894231053e-16
591,ATP6V0A1,0.4213069474719052,0.6471459293394777,3.519890230199021e-16,-0.05537956483739115,0.21143833965694336,8.24822689652988e-16
3709,MAP2K4,0.42938823892320566,0.6471397849462365,3.5228856993489557e-16,-0.2365592947987598,0.19066822143766354,8.252773866519177e-16
2600,GLO1,0.3274441746253236,0.6471274961597542,3.528884081740487e-16,-0.6843208017469717,0.09140399007697371,8.264350684842542e-16
5972,SAMD4B,0.38395068666754983,0.6470599078341013,3.5620532702474506e-16,0.052872709050829414,0.25305839729142443,8.339533277424591e-16
6648,STX11,0.3521825624892968,0.6468926511202482,3.64544479771503e-16,-0.03177211223626464,0.22433629926301912,8.532216998122969e-16
1997,EIF2B2,0.38961191911460136,0.6468694316436251,3.657170802064104e-16,-0.721501291594205,0.06672978586112642,8.557101410034527e-16
4216,NAA40,0.3797841850210937,0.6468448540706605,3.669622642014228e-16,0.14275877882425514,0.4376800056074619,8.583668751745002e-16
216,AIP,0.44546937472958625,0.6467649769585253,3.7103767158338005e-16,0.308200329334114,0.3770215896802061,8.676402592302537e-16
607,ATPAF2,0.3805651911844109,0.6467465437788018,3.7198438647444363e-16,-0.42290198116529387,0.0916454425353995,8.695941037068434e-16
2536,GCHFR,0.2268159207605035,0.6465929339477725,3.799656276210124e-16,0.14557357084296496,0.25214403242256317,8.879865967288793e-16
2898,HLA-DPA1,0.4196964322495881,0.6465867895545313,3.802883191835366e-16,0.3097869944182693,0.4651198180476062,8.882099828765672e-16
6956,TMED1,0.43461833626898017,0.6465867895545313,3.802883191835366e-16,0.020527910506088376,0.33934415756633013,8.882099828765672e-16
1965,EEF2K,0.41313300587496016,0.6465437788018432,3.8255463917453504e-16,0.20146922371368658,0.3508884600329993,8.929699754172524e-16
3376,KIAA1143,0.45162894361402695,0.6465437788018432,3.8255463917453504e-16,0.21110958953536874,0.3160855431092352,8.929699754172524e-16
1457,CPPED1,0.3662109524096808,0.6464946236559138,3.8516081450815857e-16,0.21857008476072237,0.349857826337608,8.98517116338448e-16
4003,MROH1,0.4463808976553433,0.6464946236559138,3.8516081450815857e-16,-0.07854115224438396,0.1774465738028813,8.98517116338448e-16
418,ARFGAP2,0.4337585098225616,0.6464884792626727,3.85487798752833e-16,-0.264951095323567,0.21816978561613623,8.990117954217829e-16
5851,RPN2,0.3936051578593285,0.6464516129032257,3.8745538449895355e-16,0.009123005221067793,0.28853646065426175,9.033311527722249e-16
84,ACOT9,0.4109334760167407,0.6463874489637952,3.9090319389020437e-16,-0.6772872845575033,0.045523858856481976,9.110979685962987e-16
5926,RTCB,0.3554073376636152,0.6463717357910905,3.9175207173801615e-16,-0.533236065520716,0.049940985815564755,9.128044995933161e-16
1494,CRTAC1,0.37731371278211256,0.6463511296658394,3.928680022787042e-16,-0.2035542695336643,0.21302288173299988,9.151320767790424e-16
279,ALKBH5,0.3731142109209977,0.6463265519418591,3.9420306136204435e-16,-0.17738350303373207,0.12333498372755643,9.179685459880653e-16
4988,PLAT,0.4168977932475021,0.6461945410062017,4.0144976719272353e-16,0.012728367027644794,0.3744230194998687,9.3456549969687e-16
516,ASAP1,0.26490153999886124,0.6460709393684583,4.0835225659765737e-16,-0.14239578462267444,0.1616536740796152,9.501053453719698e-16
597,ATP6V1D,0.42864972070598173,0.6460706605222734,4.0836795846849434e-16,-0.565558897171909,0.05030461122034556,9.501053453719698e-16
4147,MTR,0.40623767757370777,0.6460460829493087,4.097542357951633e-16,-0.3250668067903326,0.09887511595681019,9.530471699047777e-16
2595,GLG1,0.4061467439838198,0.64594777265745,4.1534528177747105e-16,0.07145249602728254,0.3485768727976031,9.657642075099223e-16
4826,PDS5A,0.38107090655815323,0.645910906298003,4.1746100493514863e-16,-0.4241094274443622,0.11531060705085883,9.703952394064585e-16
6894,THTPA,0.44517189059671936,0.6458071553320356,4.2347161074648725e-16,-0.022272551543410124,0.215562294106563,9.840745511761804e-16
2919,HMGB2,0.39611908358487813,0.645800307219662,4.238712915448848e-16,-0.2242913698990303,0.25939119885306666,9.847107937226281e-16
390,APOA4,0.40443338610378143,0.6457511520737326,4.2675095823777773e-16,-1.571089386056931,0.023673291251263346,9.911062931519885e-16
630,B3GLCT,0.4045606604755646,0.6457081413210445,4.292862759052073e-16,0.12623353160418338,0.3901006787203919,9.966985010776288e-16
304,ANAPC7,0.4302252409164915,0.6456835637480798,4.3074160313226445e-16,0.19968178283418747,0.2955265421586448,9.997806586648584e-16
1633,DBI,0.3412028786117488,0.6456473986537268,4.328918027859828e-16,-0.04548323893871142,0.22516267025905878,1.0044733555004324e-15
3763,MAVS,0.46013210146841277,0.6456036866359447,4.355046495460432e-16,0.15373805235068227,0.3659097127708212,1.0102364676005783e-15
2618,GMPPA,0.44627380742226586,0.6455729646697388,4.3735020388455646e-16,-0.9782107745031341,0.01376711600499624,1.0142168084153574e-15
4359,NEGR1,0.391966723343926,0.6455504868830417,4.387053260958904e-16,0.07324613903542165,0.26159240837178493,1.0170578128992457e-15
4155,MTX1,0.3611625177581793,0.6454377880184331,4.45561455358086e-16,-0.45990440089379714,0.06696114047259599,1.0323405520767028e-15
4071,MRPS34,0.42756134473131313,0.6454377880184331,4.45561455358086e-16,-0.3508485989639736,0.08204266060875445,1.0323405520767028e-15
7556,WAPL,0.4793862217225031,0.6454254992319507,4.463153280708052e-16,-0.1739902702520726,0.1914865239753137,1.033781017521421e-15
1137,CENPB,0.32763886334561443,0.6453824884792626,4.489636693400686e-16,-0.6843207018995143,0.023421828700905954,1.0396074072167011e-15
3286,ITIH2,0.3791528291688906,0.6452780337941627,4.554591772809324e-16,-1.3730490989669502,0.024963172111081552,1.0543361008261182e-15
4850,PEX19,0.36547522988542813,0.6451920122887863,4.608769991332992e-16,0.10834751525146491,0.26607402771696115,1.0665620968108479e-15
1616,D2HGDH,0.4264184697628025,0.6451612903225805,4.628270917438169e-16,-0.015228873298784196,0.24669692207683966,1.0707582110677715e-15
2668,GOPC,0.4563174117042169,0.6451431574837782,4.639818484827467e-16,-0.4662142218947469,0.1723389902977203,1.0731123651188778e-15
5775,RNF214,0.4058940150457625,0.6451244239631335,4.651778027453118e-16,0.26150967467612596,0.3865900629359619,1.0755603822269668e-15
7100,TPD52L2,0.3864296987305056,0.6450998463901688,4.667513932741097e-16,0.16870441540482994,0.3321994773793162,1.0788798458008529e-15
7370,UBTF,0.43325664971699396,0.6450814132104453,4.679349840813461e-16,-0.036413606513777674,0.25875515830972684,1.081296143422242e-15
2208,F13B,0.3647135115942767,0.645069124423963,4.687256665516177e-16,-3.260642357390976,0.03828045288606005,1.0828033561035893e-15
2077,ENDOG,0.37762873448022094,0.6450445468509983,4.703109334634254e-16,-0.29679460346860154,0.11921530250737386,1.0861447066876037e-15
6457,SNX6,0.3029130208909112,0.6449709983556375,4.750860801583753e-16,-0.7661482970474331,0.0009493229899858093,1.0968486773904401e-15
6371,SMARCAD1,0.47286348371713793,0.6448826106580144,4.808871005787759e-16,-0.35645625392133184,0.14795473795805444,1.1099141046701638e-15
