gene,category,ensemblGeneId,classification
C2CD4D-AS1,1,ENSG00000234614,lncRNA
C22orf46,1,ENSG00000184208,transcribed_unitary_pseudogene
C2orf15,1,ENSG00000273045,protein_coding
C2CD6,1,ENSG00000155754,protein_coding
C2CD3,1,ENSG00000168014,protein_coding
C2orf27A,1,ENSG00000287151,lncRNA
C2CD5,1,ENSG00000111731,protein_coding
C2orf27AP1,2,ENSG00000273693,processed_pseudogene
C2orf16,1,ENSG00000221843,protein_coding
C2orf27AP2,2,ENSG00000239792,unprocessed_pseudogene
C2orf27AP3,1,ENSG00000230804,unprocessed_pseudogene
C2orf27B,1,ENSG00000186825,transcribed_unprocessed_pseudogene
C2orf42,1,ENSG00000115998,protein_coding
C2orf66,1,ENSG00000187944,protein_coding
C2orf68,1,ENSG00000168887,protein_coding
C2orf69,0,ENSG00000178074,protein_coding
C2orf69P2,2,ENSG00000260341,processed_pseudogene
C2orf69P3,2,ENSG00000261299,processed_pseudogene
C2orf69P4,2,ENSG00000260480,processed_pseudogene
C2orf49,0,ENSG00000135974,protein_coding
C2orf50,1,ENSG00000150873,protein_coding
C2orf73,1,ENSG00000177994,protein_coding
C2orf74,1,ENSG00000237651,protein_coding
C2orf69P1,2,ENSG00000261046,processed_pseudogene
C2orf76,0,ENSG00000186132,protein_coding
C2orf83,2,ENSG00000042304,transcribed_unprocessed_pseudogene
C2orf72,1,ENSG00000204128,protein_coding
C2orf81,1,ENSG00000284308,protein_coding
C2orf80,2,ENSG00000188674,protein_coding
C2orf88,0,ENSG00000187699,protein_coding
C2orf91,1,ENSG00000205086,lncRNA
C3AR1,1,ENSG00000171860,protein_coding
C3P1,2,ENSG00000167798,transcribed_unprocessed_pseudogene
C3,0,ENSG00000125730,protein_coding
C3orf18,1,ENSG00000088543,protein_coding
C3orf14,1,ENSG00000114405,protein_coding
C2orf92,1,ENSG00000228486,protein_coding
C2orf78,2,ENSG00000187833,protein_coding
C3orf22,2,ENSG00000180697,protein_coding
C3orf36,1,ENSG00000288547,lncRNA
C3orf20,1,ENSG00000131379,protein_coding
C3orf33,1,ENSG00000174928,protein_coding
C3orf38,0,ENSG00000179021,protein_coding
C3orf49,1,ENSG00000163632,protein_coding
C3orf35,1,ENSG00000198590,lncRNA
C3orf52,1,ENSG00000114529,protein_coding
C3orf56,2,ENSG00000214324,protein_coding
C3orf62,1,ENSG00000188315,protein_coding
C3orf70,1,ENSG00000187068,protein_coding
C3orf84,2,ENSG00000236980,protein_coding
C3orf67-AS1,1,ENSG00000242428,lncRNA
C3orf85,2,ENSG00000241224,protein_coding
C3orf67,1,ENSG00000163689,protein_coding
C3orf86,1,ENSG00000225873,transcribed_unitary_pseudogene
C4A-AS1,1,ENSG00000233627,lncRNA
C3orf80,1,ENSG00000180044,protein_coding
C4B-AS1,1,ENSG00000229776,lncRNA
C4A,0,ENSG00000244731,protein_coding
C4BPA,0,ENSG00000123838,protein_coding
C4BPAP1,1,ENSG00000224462,unprocessed_pseudogene
C4B,1,ENSG00000224389,protein_coding
C4BPB,0,ENSG00000123843,protein_coding
C4orf17,1,ENSG00000138813,protein_coding
C4orf3,0,ENSG00000164096,protein_coding
C4BPAP2,2,ENSG00000232621,unprocessed_pseudogene
C4orf33,0,ENSG00000151470,protein_coding
C4orf36,1,ENSG00000163633,protein_coding
C4orf19,1,ENSG00000154274,protein_coding
C4orf46,1,ENSG00000205208,protein_coding
C4orf45,1,ENSG00000164123,protein_coding
C4orf50,1,ENSG00000181215,protein_coding
C4orf48,1,ENSG00000243449,protein_coding
C4orf47,1,ENSG00000205129,protein_coding
C4orf54,1,ENSG00000248713,protein_coding
C5AR1,0,ENSG00000197405,protein_coding
C5AR2,1,ENSG00000134830,protein_coding
C4orf51,2,ENSG00000237136,protein_coding
C5orf17,1,ENSG00000248874,lncRNA
C5,1,ENSG00000106804,protein_coding
C5orf24,0,ENSG00000181904,protein_coding
C5orf15,0,ENSG00000113583,protein_coding
C5orf22,0,ENSG00000082213,protein_coding
C5orf34-AS1,1,ENSG00000248554,lncRNA
C5orf34,1,ENSG00000172244,protein_coding
C5orf47,1,ENSG00000185056,protein_coding
C5orf38,1,ENSG00000186493,lncRNA
C5orf49,1,ENSG00000215217,protein_coding
C5orf51,0,ENSG00000205765,protein_coding
C5orf52,2,ENSG00000187658,protein_coding
C5orf46,1,ENSG00000178776,protein_coding
C5orf60,1,ENSG00000204661,protein_coding
C5orf58,1,ENSG00000234511,protein_coding
C5orf64-AS1,2,ENSG00000251575,lncRNA
C5orf63,1,ENSG00000164241,protein_coding
C5orf66,1,ENSG00000224186,lncRNA
C5orf66-AS2,1,ENSG00000249647,lncRNA
C5orf64,1,ENSG00000178722,lncRNA
C5orf66-AS1,2,ENSG00000249082,lncRNA
C6orf120,0,ENSG00000185127,protein_coding
C6,0,ENSG00000039537,protein_coding
C6orf118,1,ENSG00000112539,protein_coding
C6orf132,1,ENSG00000188112,protein_coding
C5orf67,2,ENSG00000225940,lncRNA
C6orf141,1,ENSG00000197261,protein_coding
C6orf163,1,ENSG00000203872,protein_coding
C6orf136,0,ENSG00000204564,protein_coding
C6orf201,1,ENSG00000185689,transcribed_unitary_pseudogene
C6orf223,1,ENSG00000181577,lncRNA
C6orf226,1,ENSG00000221821,protein_coding
C6orf47,0,ENSG00000204439,protein_coding
C6orf15,1,ENSG00000204542,protein_coding
C6orf47-AS1,2,ENSG00000227198,lncRNA
C6orf58,1,ENSG00000184530,protein_coding
C6orf52,1,ENSG00000137434,protein_coding
C6orf89,0,ENSG00000198663,protein_coding
C7orf25,0,ENSG00000136197,protein_coding
C7,0,ENSG00000112936,protein_coding
C7orf33,2,ENSG00000170279,protein_coding
C7orf31,1,ENSG00000153790,protein_coding
C6orf62,1,ENSG00000112308,protein_coding
C7orf26,0,ENSG00000146576,protein_coding
C7orf57,1,ENSG00000164746,protein_coding
C6orf99,1,ENSG00000203711,lncRNA
C7orf61,1,ENSG00000185955,protein_coding
C7orf65,1,ENSG00000221845,lncRNA
C7orf69,1,ENSG00000136275,lncRNA
C7orf77,2,ENSG00000275356,lncRNA
C7orf50,0,ENSG00000146540,protein_coding
C8G,0,ENSG00000176919,protein_coding
C8A,0,ENSG00000157131,protein_coding
C8orf17,1,ENSG00000250733,TEC
C8B,0,ENSG00000021852,protein_coding
C8orf34-AS1,1,ENSG00000248801,lncRNA
C8orf33,0,ENSG00000182307,protein_coding
C8orf31,1,ENSG00000177335,lncRNA
C8orf34,1,ENSG00000165084,protein_coding
C7orf66,2,ENSG00000205174,lncRNA
C8orf44,1,ENSG00000288596,lncRNA
C8orf37,1,ENSG00000156172,protein_coding
C8orf37-AS1,1,ENSG00000253773,lncRNA
C8orf48,1,ENSG00000164743,protein_coding
C8orf58,1,ENSG00000241852,protein_coding
C8orf49,1,unidentified,unidentified
C8orf74,2,ENSG00000171060,protein_coding
C8orf76,1,ENSG00000189376,protein_coding
C8orf44-SGK3,1,ENSG00000288602,protein_coding
C8orf88,1,ENSG00000253250,protein_coding
C8orf86,1,ENSG00000196166,lncRNA
C8orf89,1,ENSG00000274443,protein_coding
C9,0,ENSG00000113600,protein_coding
C9orf106,1,ENSG00000179082,lncRNA
C9orf116,1,ENSG00000160345,protein_coding
C8orf82,0,ENSG00000213563,protein_coding
C9orf129,1,ENSG00000204352,transcribed_unprocessed_pseudogene
C9orf131,1,ENSG00000174038,protein_coding
C9orf135-DT,2,ENSG00000225626,lncRNA
C8orf87,2,ENSG00000279847,lncRNA
C9orf135,1,ENSG00000204711,protein_coding
C9orf147,1,ENSG00000230185,lncRNA
C9orf152,1,ENSG00000188959,protein_coding
C9orf153,1,ENSG00000187753,protein_coding
C9orf163,1,ENSG00000196366,lncRNA
C9orf16,1,ENSG00000171159,protein_coding
C9orf40,0,ENSG00000135045,protein_coding
C9orf43,1,ENSG00000157653,protein_coding
C9orf24,1,ENSG00000164972,protein_coding
C9orf64,0,ENSG00000165118,protein_coding
C9orf139,1,ENSG00000180539,lncRNA
C9orf50,1,ENSG00000179058,protein_coding
C9orf57,1,ENSG00000204669,protein_coding
C9orf62,2,ENSG00000178243,lncRNA
C9orf85,1,ENSG00000155621,protein_coding
C9orf92,2,ENSG00000205549,lncRNA
C9orf72,1,ENSG00000147894,protein_coding
C9orf78,0,ENSG00000136819,protein_coding
CA11,1,ENSG00000063180,protein_coding
CA10,1,ENSG00000154975,protein_coding
CA1,1,ENSG00000133742,protein_coding
CA12,0,ENSG00000074410,protein_coding
CA13,0,ENSG00000185015,protein_coding
CA15P1,1,ENSG00000241527,unitary_pseudogene
CA14,1,ENSG00000118298,protein_coding
CA15P2,2,ENSG00000273907,unprocessed_pseudogene
CA3,0,ENSG00000164879,protein_coding
CA3-AS1,1,ENSG00000253549,lncRNA
CA2,1,ENSG00000104267,protein_coding
CA4,0,ENSG00000167434,protein_coding
CA5BP1,1,ENSG00000186312,transcribed_unprocessed_pseudogene
CA5AP1,2,ENSG00000260133,unprocessed_pseudogene
CA5A,1,ENSG00000174990,protein_coding
CA6,1,ENSG00000131686,protein_coding
CA9,0,ENSG00000107159,protein_coding
CA7,2,ENSG00000168748,protein_coding
CA8,0,ENSG00000178538,protein_coding
CAB39P1,1,ENSG00000251303,processed_pseudogene
CAAP1,0,ENSG00000120159,protein_coding
CAB39,0,ENSG00000135932,protein_coding
CAB39L,0,ENSG00000102547,protein_coding
CABCOCO1,1,ENSG00000183346,protein_coding
CA5B,0,ENSG00000169239,protein_coding
CABLES2,1,ENSG00000149679,protein_coding
CABP1,1,ENSG00000157782,protein_coding
CABIN1,0,ENSG00000099991,protein_coding
CABP2,2,ENSG00000167791,protein_coding
CABP4,1,ENSG00000175544,protein_coding
CABP7,1,ENSG00000100314,protein_coding
CABS1,2,ENSG00000145309,protein_coding
CABYRP1,1,ENSG00000242983,processed_pseudogene
CABLES1,1,ENSG00000134508,protein_coding
CABYR,1,ENSG00000154040,protein_coding
CACHD1,0,ENSG00000158966,protein_coding
CABP5,2,ENSG00000105507,protein_coding
CACNA1C-AS1,1,ENSG00000246627,lncRNA
CACFD1,0,ENSG00000160325,protein_coding
CACNA1C-AS2,1,ENSG00000256271,lncRNA
CACNA1C-AS3,2,ENSG00000256769,lncRNA
CACNA1C-AS4,1,ENSG00000256025,lncRNA
CACNA1C-IT1,2,ENSG00000256837,lncRNA
CACNA1C-IT2,2,unidentified,unidentified
CACNA1B,1,ENSG00000148408,protein_coding
CACNA1C-IT3,1,ENSG00000256721,lncRNA
CACNA1A,1,ENSG00000141837,protein_coding
CACNA1F,1,ENSG00000102001,protein_coding
CACNA1G-AS1,1,ENSG00000250107,lncRNA
CACNA1D,1,ENSG00000157388,protein_coding
CACNA1C,1,ENSG00000151067,protein_coding
CACNA1E,1,ENSG00000198216,protein_coding
CACNA1I,1,ENSG00000100346,protein_coding
CACNA2D1,0,ENSG00000153956,protein_coding
CACNA1S,1,ENSG00000081248,protein_coding
CACNA2D1-AS1,1,ENSG00000223770,lncRNA
CACNA1G,1,ENSG00000006283,protein_coding
CACNA2D2,0,ENSG00000007402,protein_coding
CACNA2D3,1,ENSG00000157445,protein_coding
CACNA2D3-AS1,1,ENSG00000243715,lncRNA
CACNA1H,1,ENSG00000196557,protein_coding
CACNA2D4,1,ENSG00000151062,protein_coding
CACNB1,1,ENSG00000067191,protein_coding
CACNG1,1,ENSG00000108878,protein_coding
CACNB3,1,ENSG00000167535,protein_coding
CACNB2,1,ENSG00000165995,protein_coding
CACNG4,1,ENSG00000075461,protein_coding
CACNG5,1,ENSG00000075429,protein_coding
CACNG2,2,ENSG00000166862,protein_coding
CACNG7,2,ENSG00000105605,protein_coding
CACNG3,2,ENSG00000006116,protein_coding
CACNG8,1,ENSG00000142408,protein_coding
CACTIN-AS1,1,ENSG00000226800,lncRNA
CACTIN,0,ENSG00000105298,protein_coding
CACUL1,0,ENSG00000151893,protein_coding
CACNG6,1,ENSG00000130433,protein_coding
CACYBP,0,ENSG00000116161,protein_coding
CACNB4,1,ENSG00000182389,protein_coding
CACYBPP2,1,ENSG00000177855,processed_pseudogene
CACYBPP3,1,ENSG00000219188,processed_pseudogene
CACYBPP1,1,ENSG00000225928,processed_pseudogene
CADM2,1,ENSG00000175161,protein_coding
CAD,0,ENSG00000084774,protein_coding
CADM2-AS1,2,ENSG00000239519,lncRNA
CADM3,0,ENSG00000162706,protein_coding
CADM1,0,ENSG00000182985,protein_coding
CADM3-AS1,1,ENSG00000225670,lncRNA
CADM4,0,ENSG00000105767,protein_coding
CADM2-AS2,1,ENSG00000241648,lncRNA
CAHM,1,ENSG00000270419,lncRNA
CAGE1,1,ENSG00000164304,protein_coding
CADPS2,0,ENSG00000081803,protein_coding
CALB2,0,ENSG00000172137,protein_coding
CALCA,1,ENSG00000110680,protein_coding
CALCOCO1,0,ENSG00000012822,protein_coding
CALCOCO2,0,ENSG00000136436,protein_coding
CALCP,2,ENSG00000253179,unprocessed_pseudogene
CALCR,1,ENSG00000004948,protein_coding
CALCRL,1,ENSG00000064989,protein_coding
CALHM1,1,ENSG00000185933,protein_coding
CALHM2,0,ENSG00000138172,protein_coding
CALD1,0,ENSG00000122786,protein_coding
CALHM3,1,ENSG00000183128,protein_coding
CALHM4,2,ENSG00000164451,protein_coding
CALHM5,0,ENSG00000178033,protein_coding
CALHM6,0,ENSG00000188820,protein_coding
CADPS,1,ENSG00000163618,protein_coding
CALM1,1,ENSG00000198668,protein_coding
CALM1P2,2,ENSG00000230564,processed_pseudogene
CALM2P1,2,ENSG00000267170,processed_pseudogene
CALM2,1,ENSG00000143933,protein_coding
CALM2P2,1,ENSG00000229097,processed_pseudogene
CALM2P3,1,ENSG00000215482,processed_pseudogene
CALM3,1,ENSG00000160014,protein_coding
CALB1,1,ENSG00000104327,protein_coding
CALML3,0,ENSG00000178363,protein_coding
CALML3-AS1,1,ENSG00000205488,lncRNA
CALML4,1,ENSG00000129007,protein_coding
CALML5,0,ENSG00000178372,protein_coding
CALML6,1,ENSG00000169885,protein_coding
CALN1,1,ENSG00000183166,protein_coding
CALR3,1,ENSG00000269058,protein_coding
CALR,0,ENSG00000179218,protein_coding
CALR4P,1,ENSG00000227742,transcribed_unitary_pseudogene
CALU,0,ENSG00000128595,protein_coding
CALY,1,ENSG00000130643,protein_coding
CAMK1,0,ENSG00000134072,protein_coding
CAMK1G,1,ENSG00000008118,protein_coding
CALCB,1,ENSG00000175868,protein_coding
CAMK2A,1,ENSG00000070808,protein_coding
CAMK2D,0,ENSG00000145349,protein_coding
CAMK2B,0,ENSG00000058404,protein_coding
CAMK2N1,1,ENSG00000162545,protein_coding
CALM1P1,2,ENSG00000223467,processed_pseudogene
CAMK2N2,1,ENSG00000163888,protein_coding
CALM2P4,2,ENSG00000233662,processed_pseudogene
CAMKK1,1,ENSG00000004660,protein_coding
CAMK4,0,ENSG00000152495,protein_coding
CAMK2G,0,ENSG00000148660,protein_coding
CAMKMT,0,ENSG00000143919,protein_coding
CAMLG,0,ENSG00000164615,protein_coding
CAMP,0,ENSG00000164047,protein_coding
CAMK1D,0,ENSG00000183049,protein_coding
CAMKK2,0,ENSG00000110931,protein_coding
CAMSAP1,0,ENSG00000130559,protein_coding
CAMSAP3,0,ENSG00000076826,protein_coding
CAMSAP2,0,ENSG00000118200,protein_coding
CAMKV,1,ENSG00000164076,protein_coding
CAMTA1-AS2,1,ENSG00000237728,lncRNA
CAMTA1-DT,1,ENSG00000237436,lncRNA
CAMTA1-IT1,2,ENSG00000237402,lncRNA
CAND1,0,ENSG00000111530,protein_coding
CAMTA2,1,ENSG00000108509,protein_coding
CAMTA1-AS1,2,ENSG00000225126,lncRNA
CAMTA1,1,ENSG00000171735,protein_coding
CANT1,0,ENSG00000171302,protein_coding
CAP1P2,2,ENSG00000232004,processed_pseudogene
CAND2,0,ENSG00000144712,protein_coding
CAP1,0,ENSG00000131236,protein_coding
CAP2,0,ENSG00000112186,protein_coding
CAPG,0,ENSG00000042493,protein_coding
CAPN10-DT,1,ENSG00000260942,lncRNA
CAP2P1,1,ENSG00000259151,transcribed_processed_pseudogene
CAPN10,1,ENSG00000142330,protein_coding
CANX,0,ENSG00000127022,protein_coding
CAPN11,1,ENSG00000137225,protein_coding
CAPN14,1,ENSG00000214711,protein_coding
CAPN13,1,ENSG00000162949,protein_coding
CAPN15,0,ENSG00000103326,protein_coding
CAPN1,0,ENSG00000014216,protein_coding
CAPN5,0,ENSG00000149260,protein_coding
CAPN6,1,ENSG00000077274,protein_coding
CAPN12,1,ENSG00000182472,protein_coding
CAPN2,0,ENSG00000162909,protein_coding
CAPN7,0,ENSG00000131375,protein_coding
CAPN9,1,ENSG00000135773,protein_coding
CAPNS1P1,1,ENSG00000215874,processed_pseudogene
CAPN8,1,ENSG00000203697,protein_coding
CAPNS1,0,ENSG00000126247,protein_coding
CAPRIN1,0,ENSG00000135387,protein_coding
CAPN3,1,ENSG00000092529,protein_coding
CAPS,0,ENSG00000105519,protein_coding
CAPS2-AS1,2,ENSG00000254451,lncRNA
CAPSL,1,ENSG00000152611,protein_coding
CAPS2,1,ENSG00000180881,protein_coding
CAPZA1P1,2,ENSG00000230956,processed_pseudogene
CAPNS2,1,ENSG00000256812,protein_coding
CAPZA1P2,1,ENSG00000225369,processed_pseudogene
CAPZA1P3,2,ENSG00000213698,processed_pseudogene
CAPZA1P4,2,ENSG00000233263,processed_pseudogene
CAPZA1P5,2,ENSG00000270729,processed_pseudogene
CAPRIN2,1,ENSG00000110888,protein_coding
CAPZA3,1,ENSG00000177938,protein_coding
CAPZA2,0,ENSG00000198898,protein_coding
CARD10,1,ENSG00000100065,protein_coding
CARD11-AS1,1,ENSG00000237286,lncRNA
CAPZB,0,ENSG00000077549,protein_coding
CARD11,1,ENSG00000198286,protein_coding
CARD16,0,ENSG00000204397,protein_coding
CARD17,1,ENSG00000255221,transcribed_unprocessed_pseudogene
CAPZA1,0,ENSG00000116489,protein_coding
CARD18,2,ENSG00000255501,protein_coding
CARD19,0,ENSG00000165233,protein_coding
CARD6,1,ENSG00000132357,protein_coding
CARD9,0,ENSG00000187796,protein_coding
CARD8,0,ENSG00000105483,protein_coding
CARF,1,ENSG00000138380,protein_coding
CARM1P1,2,ENSG00000227835,transcribed_unprocessed_pseudogene
CARHSP1,0,ENSG00000153048,protein_coding
CARM1,0,ENSG00000142453,protein_coding
CARD8-AS1,1,ENSG00000268001,lncRNA
CARMIL1,0,ENSG00000079691,protein_coding
CARMIL3,1,ENSG00000186648,protein_coding
CARD14,1,ENSG00000141527,protein_coding
CARNMT1,0,ENSG00000156017,protein_coding
CARNMT1-AS1,1,ENSG00000203321,lncRNA
CARMN,1,ENSG00000249669,lncRNA
CARS1-AS1,1,ENSG00000247473,lncRNA
CARNS1,1,ENSG00000172508,protein_coding
CARS1P1,2,ENSG00000271232,processed_pseudogene
CARS1,0,ENSG00000110619,protein_coding
CARTPT,2,ENSG00000164326,protein_coding
CARMIL2,1,ENSG00000159753,protein_coding
CASC11,1,ENSG00000249375,lncRNA
CARS2,0,ENSG00000134905,protein_coding
CASC16,1,ENSG00000249231,lncRNA
CARS1P2,2,ENSG00000253756,processed_pseudogene
CASC1,1,ENSG00000118307,protein_coding
CASC2,1,ENSG00000177640,lncRNA
CASC20,1,ENSG00000229876,lncRNA
CASC17,1,ENSG00000260785,lncRNA
CASC22,1,ENSG00000260887,lncRNA
CASC18,1,ENSG00000257859,lncRNA
CASC23,2,ENSG00000255420,lncRNA
CASC19,1,ENSG00000254166,lncRNA
CASC3,0,ENSG00000108349,protein_coding
CASC4P1,1,ENSG00000238132,processed_pseudogene
CASC4,0,ENSG00000166734,protein_coding
CASC15,1,ENSG00000272168,lncRNA
CASD1,0,ENSG00000127995,protein_coding
CASC6,1,ENSG00000224944,lncRNA
CASK-AS1,1,ENSG00000233033,lncRNA
CASC8,1,ENSG00000246228,lncRNA
CASKIN1,1,ENSG00000167971,protein_coding
CASKP1,2,ENSG00000234059,unprocessed_pseudogene
CASC9,1,ENSG00000249395,lncRNA
CASKIN2,1,ENSG00000177303,protein_coding
CASP14,1,ENSG00000105141,protein_coding
CASP12,1,ENSG00000204403,protein_coding
CASP10,1,ENSG00000003400,protein_coding
CASP16P,1,ENSG00000228146,transcribed_unitary_pseudogene
CASP1,0,ENSG00000137752,protein_coding
CASP1P1,2,ENSG00000255430,unprocessed_pseudogene
CASP1P2,1,ENSG00000254750,unprocessed_pseudogene
CASP17P,1,ENSG00000235505,transcribed_unprocessed_pseudogene
CASP3P1,2,ENSG00000237033,processed_pseudogene
CASP3,0,ENSG00000164305,protein_coding
CASP4,0,ENSG00000196954,protein_coding
CASP5,1,ENSG00000137757,protein_coding
CASK,0,ENSG00000147044,protein_coding
CASP7,1,ENSG00000165806,protein_coding
CASP8AP2,1,ENSG00000118412,protein_coding
CASP2,0,ENSG00000106144,protein_coding
CASP9,0,ENSG00000132906,protein_coding
CASR,1,ENSG00000036828,protein_coding
CASQ2,1,ENSG00000118729,protein_coding
CASP6,0,ENSG00000138794,protein_coding
CASS4,1,ENSG00000087589,protein_coding
CASTOR2,1,ENSG00000274070,protein_coding
CASP8,0,ENSG00000064012,protein_coding
CASQ1,1,ENSG00000143318,protein_coding
CAT,1,ENSG00000121691,protein_coding
CASZ1,1,ENSG00000130940,protein_coding
CATIP,1,ENSG00000158428,protein_coding
CATIP-AS2,1,ENSG00000237281,lncRNA
CAST,0,ENSG00000153113,protein_coding
CASTOR1,1,ENSG00000239282,protein_coding
CATSPER1,1,ENSG00000175294,protein_coding
CATSPER2P1,1,ENSG00000205771,transcribed_unprocessed_pseudogene
CASTOR3,1,ENSG00000239521,transcribed_unprocessed_pseudogene
CATSPER3,1,ENSG00000152705,protein_coding
CATSPERB,1,ENSG00000133962,protein_coding
CATSPERD,1,ENSG00000174898,protein_coding
CATIP-AS1,1,ENSG00000225062,lncRNA
CATSPERE,1,ENSG00000179397,protein_coding
CATSPERZ,1,ENSG00000219435,protein_coding
CATSPER2,1,ENSG00000166762,protein_coding
CATSPERG,1,ENSG00000099338,protein_coding
CAV2,0,ENSG00000105971,protein_coding
CAV1,0,ENSG00000105974,protein_coding
CAVIN1,0,ENSG00000177469,protein_coding
CAVIN2,0,ENSG00000168497,protein_coding
CATSPER4,2,ENSG00000188782,protein_coding
CAVIN4,1,ENSG00000170681,protein_coding
CBARP,1,ENSG00000099625,protein_coding
CBFA2T2,0,ENSG00000078699,protein_coding
CAV3,1,ENSG00000182533,protein_coding
CBFA2T3,1,ENSG00000129993,protein_coding
CAVIN2-AS1,1,ENSG00000233766,lncRNA
CAVIN3,0,ENSG00000170955,protein_coding
CBFB,0,ENSG00000067955,protein_coding
CBL,0,ENSG00000110395,protein_coding
CBLIF,1,ENSG00000134812,protein_coding
CBLC,1,ENSG00000142273,protein_coding
CBLL2,1,ENSG00000175809,protein_coding
CBLL1,0,ENSG00000105879,protein_coding
CBLN1,1,ENSG00000102924,protein_coding
CBLN3,1,ENSG00000139899,protein_coding
CBLN2,1,ENSG00000141668,protein_coding
CBR1,0,ENSG00000159228,protein_coding
CBR4,0,ENSG00000145439,protein_coding
CBR3-AS1,1,ENSG00000236830,lncRNA
CBSL,1,ENSG00000274276,artifact
CBS,1,ENSG00000160200,protein_coding
CBLB,0,ENSG00000114423,protein_coding
CBLN4,1,ENSG00000054803,protein_coding
CBWD2,1,ENSG00000136682,protein_coding
CBR3,0,ENSG00000159231,protein_coding
CBWD1,1,ENSG00000172785,protein_coding
CBWD3,1,ENSG00000196873,protein_coding
CBX1P1,1,ENSG00000230823,processed_pseudogene
CBWD6,1,ENSG00000215126,protein_coding
CBX1P2,1,ENSG00000214322,processed_pseudogene
CBX1P3,2,ENSG00000237379,processed_pseudogene
CBWD4P,1,ENSG00000204778,unprocessed_pseudogene
CBX1P5,2,ENSG00000231516,processed_pseudogene
CBX3,0,ENSG00000122565,protein_coding
CBX1,0,ENSG00000108468,protein_coding
CBX3P1,2,ENSG00000177447,processed_pseudogene
CBX3P3,1,ENSG00000250045,processed_pseudogene
CBWD5,1,ENSG00000147996,protein_coding
CBX3P4,1,ENSG00000256030,transcribed_processed_pseudogene
CBX3P5,1,ENSG00000257666,processed_pseudogene
CBX3P6,2,ENSG00000228837,processed_pseudogene
CBX3P7,1,ENSG00000197692,processed_pseudogene
CBX3P8,2,ENSG00000254496,processed_pseudogene
CBX4,0,ENSG00000141582,protein_coding
CBX5,0,ENSG00000094916,protein_coding
CBX6,0,ENSG00000183741,protein_coding
CBX1P4,2,ENSG00000214321,processed_pseudogene
CBX2,0,ENSG00000173894,protein_coding
CBX8,0,ENSG00000141570,protein_coding
CBY2,1,ENSG00000174015,protein_coding
CBY3,1,ENSG00000204659,protein_coding
CBY1,1,ENSG00000100211,protein_coding
CBX3P9,1,ENSG00000217241,processed_pseudogene
