protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
MROH1,0.44316840171813965,0.6415115207373271,7.617135076861421e-16,-0.07854115962982178,0.1774465738028813,1.7239939401391792e-15
SDF4,0.36123573780059814,0.6414439324116742,7.687252623790438e-16,-0.026936054229736328,0.2105978478548227,1.7393604287905353e-15
ITIH2,0.37799566984176636,0.6413579109062979,7.777401777456625e-16,-1.3730497360229492,0.024963172111081552,1.7592491817023053e-15
GOPC,0.4537203907966614,0.6413269968414159,7.810049767151546e-16,-0.4662144184112549,0.1723389902977203,1.7661234252286612e-15
EIF2B2,0.3803328275680542,0.6412288786482334,7.914556835857874e-16,-0.7215014696121216,0.06672978586112642,1.7892388315052106e-15
COG6,0.35382598638534546,0.641142857142857,8.007297747966762e-16,-0.5752897262573242,0.182118908208994,1.8096816811498412e-15
HEXA,0.4239789843559265,0.6409831029185867,8.182343622176016e-16,-0.3862273693084717,0.11002412903745626,1.8487086023298903e-15
PHB,0.4326075315475464,0.6409646697388632,8.202779185232262e-16,-0.7179735898971558,0.023614452659206024,1.852790608919629e-15
PNP,0.448264479637146,0.6409523809523808,8.216430468623444e-16,0.2568867802619934,0.38399682633127796,1.8553383119391623e-15
PTPN13,0.4285088777542114,0.6408826115737014,8.294355353710593e-16,0.3470138907432556,0.5004525930586055,1.8723938694581316e-15
ATP6V1D,0.4237845540046692,0.6407926267281105,8.395920980454901e-16,-0.5655590295791626,0.05030461122034556,1.8947747809901397e-15
NIF3L1,0.4179593324661255,0.6407557603686636,8.437880399251761e-16,-0.6207802295684814,0.061556694622277766,1.9036948509647322e-15
PCMTD1,0.3509700894355774,0.6406980138699664,8.504014858904932e-16,-0.41249656677246094,0.12385983802396199,1.9180624056042207e-15
KIF3A,0.44490885734558105,0.6406943164362519,8.508266496619322e-16,-0.15089702606201172,0.248139245403418,1.918468161907072e-15
ITPKB,0.36412787437438965,0.6404894631182104,8.747083848636186e-16,0.14083516597747803,0.35248326495529475,1.971748987436088e-15
CUL2,0.5135399103164673,0.6404854070660522,8.751877603853028e-16,-0.1467728614807129,0.23852356260323773,1.9722612105254504e-15
GPATCH4,0.3442227244377136,0.6404782976382474,8.760286240273735e-16,-0.11078119277954102,0.2224119226531021,1.97358752797872e-15
VDAC1,0.3679482340812683,0.6404301075268817,8.817490365762533e-16,-0.41922426223754883,0.2062299704492545,1.985902955398633e-15
IREB2,0.4220873713493347,0.6403993855606759,8.854148406112303e-16,-0.1475914716720581,0.2160863115353687,1.993585170771745e-15
NDUFB4,0.38458895683288574,0.6403748079877112,8.883581542217507e-16,-1.1416335105895996,0.002117188013872211,1.999636685560441e-15
DDX20,0.5049945712089539,0.6403625192012288,8.898333780607832e-16,-0.4190942049026489,0.11599520038130155,2.0023810941287242e-15
DIP2C,0.2407262921333313,0.6403235642458617,8.94525545721596e-16,0.0713459849357605,0.21438998728016637,2.012360891180421e-15
GINS3,0.4100790023803711,0.6402106242455659,9.082657512484294e-16,-0.15118825435638428,0.21210094342955724,2.0426839293459503e-15
IGHG1,0.37595993280410767,0.640153609831029,9.152798514168263e-16,-0.6291851997375488,0.11571937434283174,2.0578669151429765e-15
SMARCD2,0.3249693512916565,0.6400983102918586,9.221333059200022e-16,-0.42442190647125244,0.14339845975481347,2.072680091639729e-15
RIN2,0.4049018621444702,0.6399486325689623,9.409347353533661e-16,0.4349369406700134,0.5096182142552252,2.1143325193720278e-15
COMP,0.4179534316062927,0.6399447004608294,9.414336511803668e-16,0.3237338662147522,0.4680866040703383,2.1148460710892674e-15
ZFPL1,0.4073323607444763,0.6399078341013824,9.461238822824793e-16,0.05065643787384033,0.32294002339071504,2.1247720376725673e-15
NELFCD,0.4245665669441223,0.6398709677419353,9.508368404966152e-16,-0.8784974813461304,0.049887265850665864,2.134743331333101e-15
F12,0.3803631663322449,0.639858678955453,9.52412895513541e-16,-1.7648582458496094,0.07623571930650401,2.1376681976203496e-15
SNRPA,0.3917732834815979,0.6397972350230414,9.603313666671403e-16,-0.16987931728363037,0.24616657649259352,2.154822705126326e-15
FKBP14,0.3928682804107666,0.639788616107727,9.614472221823553e-16,0.25238341093063354,0.3781702706917322,2.1567078210239126e-15
TMEM126A,0.41002410650253296,0.6395760368663593,9.893716229051562e-16,-0.653692364692688,0.11349237044394173,2.2187112483842124e-15
RCC1,0.36508023738861084,0.6394900153609829,1.0008942367887614e-15,0.293498158454895,0.42411726797785043,2.2439079163547414e-15
PDCD6,0.37086790800094604,0.6393302611367127,1.0226406795491544e-15,0.3648671507835388,0.4552732633428563,2.292004411298993e-15
DNTTIP1,0.29421067237854004,0.6392565284178187,1.032831854062717e-15,-0.7782180309295654,0.01863246530792779,2.3141824011683105e-15
ATP5F1C,0.38806062936782837,0.6392319508448541,1.0362508138957153e-15,-0.8706235885620117,0.044352385878007855,2.3205135603470614e-15
UQCRC2,0.41477739810943604,0.6392319508448541,1.0362508138957153e-15,-0.6066111326217651,0.0767116980258357,2.3205135603470614e-15
MAT2A,0.3213579058647156,0.6392073732718893,1.0396807816815265e-15,-0.08723819255828857,0.18042348638508468,2.3275280693511447e-15
EPPK1,0.4502718448638916,0.639168036450778,1.0451934976438059e-15,0.4126695990562439,0.49466675295105567,2.339199867974206e-15
IWS1,0.4012238383293152,0.6390906298003072,1.0561245169220437e-15,-0.1210172176361084,0.20710141161162637,2.3629879780790122e-15
ERI3,0.3746819496154785,0.6390537634408601,1.0613696329330213e-15,-0.30314695835113525,0.11425835186144252,2.374044400572517e-15
AL034430.2,0.3071296215057373,0.6389984639016897,1.0692848470056702e-15,-0.404568076133728,0.13023223791809338,2.3910652010515588e-15
SRP9,0.32614070177078247,0.6389800307219661,1.0719359885127e-15,-0.24766695499420166,0.16407826614995544,2.396308460173289e-15
COMMD10,0.38642555475234985,0.6389615975422426,1.0745935233046457e-15,-1.15055251121521,0.003330502460918297,2.401563011225411e-15
WASHC1,0.38524186611175537,0.638937019969278,1.07814687402819e-15,-1.1431784629821777,0.0030096768414511208,2.4081281692314395e-15
RPL35A,0.3552284240722656,0.638937019969278,1.07814687402819e-15,-0.2985185384750366,0.14682125897561626,2.4081281692314395e-15
NDUFA12,0.3596111536026001,0.6389185867895544,1.080819384787776e-15,-0.9200561046600342,0.0074147301385541434,2.413408286557232e-15
ATXN2,0.37097567319869995,0.6388946067513648,1.0843057453573978e-15,0.03266257047653198,0.26301994934241807,2.4205021518794424e-15
INTS10,0.34990787506103516,0.6387711213517664,1.1024327030864636e-15,-0.8059991598129272,0.015857447082039785,2.4602649368166388e-15
NDRG3,0.49476832151412964,0.6387342549923194,1.1079013774520503e-15,0.06874102354049683,0.4018056902288625,2.471763997270376e-15
THOC7,0.36268776655197144,0.6386175115207372,1.125393492217118e-15,-1.264622449874878,0.017189991684565583,2.5100735375313075e-15
C5orf51,0.4398157596588135,0.6385683563748079,1.1328386947282541e-15,0.2328876256942749,0.3833933571181125,2.525959027983011e-15
ALCAM,0.39646613597869873,0.6385618448563528,1.1338285375213791e-15,0.31514573097229004,0.4845153868410432,2.527445659872393e-15
TTR,0.3082149624824524,0.6385499231950844,1.1356429790020216e-15,-0.40008974075317383,0.03281186190322522,2.530769054630716e-15
MTA1,0.4748290181159973,0.6385069124423962,1.1422125931054289e-15,0.18783342838287354,0.38618165620135847,2.544684392842684e-15
TRIM24,0.37212133407592773,0.6382672811059907,1.1794969938925758e-15,-0.17302334308624268,0.2529096782920051,2.6262526291567688e-15
RING1,0.35514092445373535,0.6382672811059907,1.1794969938925758e-15,-0.8599510192871094,0.09419244277445565,2.6262526291567688e-15
SERPINE1,0.355424165725708,0.6381530081590004,1.1976910695837918e-15,-0.021915197372436523,0.2521596631477006,2.666004424099152e-15
TCF20,0.433113157749176,0.6380773169070131,1.209892303623861e-15,0.10358959436416626,0.37319661721141806,2.692397609941918e-15
COA3,0.34830719232559204,0.6380645161290321,1.2119676728831317e-15,-0.22233128547668457,0.13058650392407717,2.6962489013913126e-15
DHX38,0.4656981825828552,0.6380337941628264,1.2169627126605153e-15,0.358292818069458,0.4898837634461409,2.7065915093632502e-15
MED20,0.38920778036117554,0.6379969278033794,1.2229831955324657e-15,0.1006782054901123,0.24014717771429955,2.7192082306580293e-15
HEXB,0.44402021169662476,0.6379846390168971,1.2249964532889519e-15,-0.14758074283599854,0.14693657311725536,2.7229105591435584e-15
ADARB1,0.3709743618965149,0.6379760058510889,1.2264127423149502e-15,0.10962414741516113,0.2867220141661942,2.7252842245419148e-15
CTBP1,0.4433278441429138,0.6378986175115207,1.2391797941379287e-15,-0.2698627710342407,0.15018790089991396,2.752872578740948e-15
CNOT3,0.39102065563201904,0.637763440860215,1.2617911821035758e-15,-0.2580392360687256,0.13876459606934666,2.802308525387328e-15
INPP1,0.36532527208328247,0.6377142857142856,1.270112590713879e-15,0.1829931139945984,0.46698162500310814,2.8199888403530974e-15
PAIP2B,0.4331638813018799,0.6376607743863811,1.2792321339638124e-15,-0.19153594970703125,0.30525578091745886,2.8394306900865325e-15
CTSC,0.3908389210700989,0.6376098310291858,1.2879731947728263e-15,0.3162992000579834,0.42637293243538943,2.8580216537625667e-15
STRN3,0.34692132472991943,0.6375913978494623,1.2911503227733792e-15,-0.22871267795562744,0.1499517860100152,2.864259167536407e-15
JCHAIN,0.4387974143028259,0.6375606758832564,1.2964624830539927e-15,0.0020633935928344727,0.3636706124357224,2.8752281095685656e-15
SYNJ1,0.39501988887786865,0.6374879999255759,1.3091137048686466e-15,-0.2873343229293823,0.13733087283005568,2.902462414819318e-15
AARS2,0.37254583835601807,0.6374807987711212,1.3103737796262075e-15,-0.2753406763076782,0.18473143039482987,2.904432900038593e-15
KRT18,0.3929697871208191,0.6374562211981566,1.3146833105972098e-15,0.19926518201828003,0.4307580693300672,2.9131594491476984e-15
RPS21,0.35460442304611206,0.6374439324116742,1.3168432423250787e-15,-0.3546876907348633,0.06509245386724978,2.9171191847824315e-15
IDUA,0.40447884798049927,0.6374377880184331,1.317924502088306e-15,-0.27724337577819824,0.15491636579386914,2.9178617195965834e-15
UBR1,0.4279133081436157,0.6374377880184331,1.317924502088306e-15,0.1401500701904297,0.3086587844899122,2.9178617195965834e-15
SH3BP4,0.3804197311401367,0.6373886328725037,1.3266057222301158e-15,0.2854626178741455,0.4773336273983693,2.936250695892463e-15
CDCP1,0.40409356355667114,0.6372964669738862,1.3430331615186202e-15,0.33832848072052,0.5064920908260945,2.971769558528613e-15
SNRPC,0.28544920682907104,0.6370875576036865,1.381004544780195e-15,-0.5265053510665894,0.1356576074249717,3.054925777508678e-15
ACTB,0.33991700410842896,0.6369155145929338,1.4130572795336994e-15,-0.6945490837097168,0.004858304412339933,3.124946010888492e-15
PSMD8,0.4177137613296509,0.6368909370199692,1.4176949030928734e-15,-0.6751004457473755,0.1977046063573897,3.13431586545858e-15
ME3,0.3907773494720459,0.6368786482334868,1.4200192627557097e-15,0.15634757280349731,0.3163199519197269,3.1385675821630863e-15
SEC22A,0.39007478952407837,0.6368606616319294,1.4234280181795756e-15,-0.11971688270568848,0.20007094297962463,3.145212982542554e-15
SMARCAD1,0.46773481369018555,0.6368579837784352,1.4239361953933214e-15,-0.3564563989639282,0.14795473795805444,3.1454473087733863e-15
SCAF1,0.3420678973197937,0.636774193548387,1.4399265396547865e-15,-0.1963815689086914,0.13870848398686095,3.179871652506985e-15
BIRC6,0.47795242071151733,0.6367496159754223,1.4446499036805064e-15,-0.3849003314971924,0.13148376888769375,3.1894020735503586e-15
HP,0.3900427222251892,0.636700460829493,1.4541418816172099e-15,-0.6182073354721069,0.059153675961896884,3.2094519746077355e-15
MRPL32,0.30599045753479004,0.6366697388632873,1.4601051403399743e-15,-0.9610629081726074,0.03148250140769516,3.2217044873735624e-15
MAPK1,0.3675655126571655,0.6365837173579109,1.476929075093416e-15,-0.5676461458206177,0.11086379949057708,3.2579072829612803e-15
DPP4,0.34408336877822876,0.6365814843836565,1.4773682972035584e-15,-0.20147216320037842,0.20909130571498885,3.2579573782707174e-15
TMEM119,0.30418092012405396,0.6365233957964277,1.488838961544187e-15,0.28373241424560547,0.40059159220091023,3.2823276091315196e-15
CLIC6,0.35999763011932373,0.6364608294930875,1.501290721653954e-15,0.630881667137146,0.7042298046880286,3.308846442597134e-15
EIF4EBP2,0.31210583448410034,0.6364556627590653,1.5023235050765707e-15,-0.3467444181442261,0.09891117396772227,3.3101899878053344e-15
GABARAPL2,0.38618457317352295,0.6363440860215052,1.5247960208425111e-15,-0.4073059558868408,0.06921655932460088,3.358759356527773e-15
TRA2A,0.3936889171600342,0.6363256528417818,1.5285399531340854e-15,-0.5476268529891968,0.1480424301131098,3.3660584215694865e-15
MIA2,0.35943084955215454,0.6362457757296466,1.5448672308341888e-15,0.08424502611160278,0.325338676569359,3.4010558625344847e-15
CCT2,0.41623562574386597,0.6362273425499231,1.5486590823311893e-15,-0.21608996391296387,0.1256816011257011,3.4084443843541255e-15
PHLDA3,0.31520259380340576,0.6361397812545525,1.5667951064658044e-15,-0.2946082353591919,0.09499454159793098,3.4473899642125237e-15
PON2,0.46115708351135254,0.6360737327188939,1.580611827351952e-15,0.5151662826538086,0.6010803995523013,3.4768126303562903e-15
IAH1,0.3858757019042969,0.635969278033794,1.602704963279104e-15,-1.3903708457946777,0.002974767971541123,3.524418954953374e-15
PSMD6,0.44017380475997925,0.6358525345622119,1.627752742741423e-15,-0.6738953590393066,0.13090221687360928,3.5784940848014086e-15
NCDN,0.4360116720199585,0.6358463901689707,1.6290815394358518e-15,-0.004598855972290039,0.2527021229642801,3.5804090478975085e-15
MTMR2,0.35505950450897217,0.6357904850977935,1.6412202283157923e-15,-0.525295615196228,0.13290167929816166,3.60607433311408e-15
TSN,0.38089579343795776,0.6356989247311827,1.6612910152976094e-15,-0.5729260444641113,0.08344158818189865,3.649148644104999e-15
PPP1R13B,0.3668498992919922,0.6356417676982229,1.6739411100344037e-15,0.049011051654815674,0.32103958997888843,3.675903246122714e-15
SLC7A5,0.34060055017471313,0.6356201422398245,1.6787516796482874e-15,0.05151396989822388,0.3493921756282109,3.6854323991605116e-15
ATP6V1F,0.3853307366371155,0.635563748079877,1.6913598570111044e-15,-0.5083974599838257,0.061728634492772556,3.712069809635482e-15
EIF4E2,0.3695613145828247,0.6355391705069123,1.696883492456306e-15,-0.7559081315994263,0.06387995284687574,3.723148016267385e-15
CHCHD10,0.3512519598007202,0.6354224270353303,1.7233612383852235e-15,0.2040654420852661,0.3685433278272275,3.780182727607745e-15
CPB2,0.3730836510658264,0.6353978494623654,1.728986479482107e-15,-0.9733304977416992,0.0001773243282047541,3.791458436363622e-15
FBN1,0.39077889919281006,0.6352872503840244,1.754521814660161e-15,0.03243762254714966,0.24394501357703552,3.846376018573929e-15
SH3BP1,0.40170222520828247,0.6352565284178187,1.7616798079459743e-15,0.1646365523338318,0.3293723371428927,3.860986118731693e-15
PSMD14,0.3931000232696533,0.6352503840245776,1.7631148106613034e-15,-0.6254763603210449,0.18834418870687644,3.863048753219248e-15
NUTF2,0.4660279154777527,0.6352012288786482,1.7746358279780542e-15,-0.675250768661499,0.051874220383946186,3.887202869348737e-15
AGPAT5,0.34494054317474365,0.6351827956989246,1.7789750570114147e-15,0.0177423357963562,0.27560537979355365,3.8956167121901695e-15
RANBP3,0.41589099168777466,0.6351705069124423,1.7818736067973206e-15,-0.17782151699066162,0.274853822620157,3.900871915020611e-15
MYOF,0.3639863133430481,0.635164362519201,1.7833246034646265e-15,0.42331230640411377,0.4986292236609222,3.9029560851427836e-15
ARHGEF40,0.3918273448944092,0.6350967741935483,1.799361597316072e-15,0.27058106660842896,0.40770007222444055,3.936952843134634e-15
RPL9,0.3746212124824524,0.6350107526881719,1.8199752614033127e-15,-0.47419440746307373,0.02717589801672067,3.980941413505792e-15
OASL,0.44123274087905884,0.634981689531074,1.8269915403232825e-15,0.461617112159729,0.5010497356869682,3.995171324687927e-15
DMXL2,0.41418391466140747,0.6349717895119464,1.8293875531667097e-15,0.05114668607711792,0.3080362733474041,3.999292744793181e-15
FLI1,0.3004012703895569,0.6349612416114124,1.831943729185659e-15,0.21446919441223145,0.35526312413410555,4.003761902679582e-15
DDX49,0.24933737516403198,0.6349533563039078,1.8338569215079017e-15,-0.10991895198822021,0.20755779568708366,4.006823698333745e-15
WASF2,0.4068679213523865,0.6348325652841781,1.8634081391288352e-15,-0.707693338394165,0.008793329445325048,4.070253690104928e-15
FKBP8,0.411884605884552,0.6346052227342549,1.920287969340986e-15,-0.45525550842285156,0.048175257105546127,4.1933256549930744e-15
CARS2,0.4188166856765747,0.6345929339477726,1.9234101835105827e-15,0.14907610416412354,0.30474154171495416,4.198971380245543e-15
CNDP2,0.39900100231170654,0.6345745007680491,1.9281027628508094e-15,-0.0800626277923584,0.1727901548027041,4.2080412419137925e-15
SGTA,0.45631229877471924,0.6344946236559139,1.94856624476164e-15,0.17471843957901,0.3355931439842761,4.251516085502246e-15
GNAO1,0.2955537438392639,0.6344700460829492,1.9549050806332693e-15,0.07614612579345703,0.312094346392156,4.264157150226835e-15
SARM1,0.3123457431793213,0.6344454685099845,1.9612639672730612e-15,-0.6337651014328003,0.06721531496386385,4.2768348904404475e-15
ADPGK,0.36839455366134644,0.6343963133640552,1.974042139408205e-15,0.0324091911315918,0.3591877700489602,4.303499892544866e-15
ABHD11,0.43815529346466064,0.6343778801843317,1.9788547958016205e-15,0.14261704683303833,0.3359845409470586,4.312789694277034e-15
ENPP4,0.4436429738998413,0.6343717357910906,1.980461548638357e-15,0.1480923295021057,0.3670740301019801,4.315089201517891e-15
GSDMD,0.41867274045944214,0.6342918586789554,2.001465136493014e-15,0.3518977761268616,0.4298515386864809,4.359638066735828e-15
PREPL,0.38155680894851685,0.6342734254992319,2.0063427921650493e-15,-0.7797292470932007,0.08081659119642501,4.369046024586586e-15
F13B,0.35855633020401,0.634205837173579,2.024326622549627e-15,-3.2606425285339355,0.03828045288606005,4.4069810302207575e-15
ARFIP2,0.47163480520248413,0.6341751152073732,2.032552818161938e-15,0.20990794897079468,0.42903697528522516,4.422427856373485e-15
ATP5F1D,0.4071822166442871,0.6341751152073732,2.032552818161938e-15,-0.11416065692901611,0.11171402526352908,4.422427856373485e-15
BPI,0.4067537188529968,0.6339662058371734,2.0893593584620046e-15,-0.18884551525115967,0.12715997673223764,4.543499833719711e-15
SELENOO,0.46428465843200684,0.6339662058371734,2.0893593584620046e-15,0.24032354354858398,0.37108705624255817,4.543499833719711e-15
GNAQ,0.35339832305908203,0.6339047619047617,2.1063589519730385e-15,-0.1957458257675171,0.2101761579104967,4.5791939194922476e-15
UBQLN4,0.2853301763534546,0.6338924731182795,2.1097749738646645e-15,-0.3512800931930542,0.16941920874341798,4.585345886515534e-15
NPC1,0.4289588928222656,0.6338801843317972,2.1131963826782707e-15,0.3879753351211548,0.503266614054764,4.591506140363731e-15
ECSIT,0.2660597562789917,0.6337644143854086,2.145694688801172e-15,-0.0174252986907959,0.21215171326518067,4.660823064649477e-15
CTNND1,0.5166939496994019,0.6337455261197183,2.1510428085118295e-15,0.16589891910552979,0.42355527099586787,4.671142933975439e-15
PISD,0.3746916651725769,0.6336466973886328,2.179237711017105e-15,-0.22302031517028809,0.13880901181571764,4.731056723723507e-15
GM2A,0.30192136764526367,0.6336405529953916,2.1810024642423134e-15,-0.4285234212875366,0.11153913106374642,4.733574160739005e-15
ALDH1A2,0.2945284843444824,0.6335046908461271,2.2203809100580367e-15,0.2132817506790161,0.32647041241203006,4.817703045346453e-15
WDR74,0.40168851613998413,0.6334009216589861,2.2509223207222237e-15,-0.046477675437927246,0.17004990212852578,4.882616304129017e-15
LGALSL,0.29058516025543213,0.6333210445468509,2.274709664440933e-15,0.3597022294998169,0.43179143455894703,4.932846962921258e-15
OTUB1,0.33392298221588135,0.6333087557603686,2.278390884351647e-15,0.37449395656585693,0.45099355424796406,4.939460503713576e-15
TSC22D1,0.3187940716743469,0.6332841781874039,2.2857707108534263e-15,0.10176092386245728,0.2997291084153626,4.954086589164727e-15
TRIM32,0.3801904320716858,0.6332411674347157,2.2987413743947825e-15,-0.46312808990478516,0.13579570561436852,4.9808185680099696e-15
MRPL43,0.3016926646232605,0.6332288786482334,2.302460404839663e-15,-0.6043812036514282,0.04026527982960597,4.987495233081098e-15
CCDC124,0.3607717752456665,0.6331858678955452,2.315523141812925e-15,0.2785800099372864,0.3318071906540232,5.014402551290337e-15
PRTFDC1,0.4261215925216675,0.633100863612564,2.3415519594759175e-15,0.3761190176010132,0.47797641998575235,5.067963316829172e-15
ZMYM4,0.3496898412704468,0.633100863612564,2.3415519594759175e-15,-0.3022191524505615,0.27306725311841246,5.067963316829172e-15
GCHFR,0.2136756181716919,0.6330752688172042,2.3494448129673532e-15,0.14557355642318726,0.25214403242256317,5.082794513577769e-15
PTS,0.40205156803131104,0.633074429635968,2.3497040349139877e-15,-0.07053542137145996,0.26388387725110823,5.082794513577769e-15
PIH1D1,0.42410069704055786,0.632995391705069,2.37424380794758e-15,-0.33487260341644287,0.1014589816061601,5.134458132641961e-15
RABEP2,0.41213202476501465,0.6329646697388632,2.3838494982912093e-15,-0.1691126823425293,0.2174623285930392,5.1538061845311886e-15
GLRX5,0.3673807978630066,0.632884792626728,2.4090014837639934e-15,-0.1162865161895752,0.16469754898101227,5.206744848301177e-15
HRG,0.3728599548339844,0.6328786482334868,2.4109469043203723e-15,-2.9789741039276123,0.0003211405999620272,5.2095101341419754e-15
GSTCD,0.4040566682815552,0.6327066052227341,2.466043155878751e-15,0.10353410243988037,0.2816751523301365,5.327089081823692e-15
CARD19,0.37774062156677246,0.6326390168970814,2.488021409205806e-15,-0.815353512763977,0.0049497245869886165,5.373082126672505e-15
CLU,0.3904757499694824,0.632626728110599,2.4920378661465957e-15,-0.12160706520080566,0.2457257555546481,5.3802705462320375e-15
C8G,0.36339980363845825,0.6326205837173577,2.4940484580982148e-15,-1.135070562362671,0.0075560340918528444,5.383125562705363e-15
TRIM47,0.38687580823898315,0.6325468509984639,2.5182989316524842e-15,0.12376868724822998,0.30146589691211073,5.433968067140892e-15
UQCC2,0.361514151096344,0.632516129032258,2.528470824399902e-15,-1.0819392204284668,0.011770240123153338,5.4544122417142955e-15
VPS50,0.35907596349716187,0.6323809523809523,2.5737037553277028e-15,-0.2957887649536133,0.12826224210547665,5.550457891969477e-15
TRAPPC6B,0.3488590121269226,0.6322826420890936,2.6070936219421736e-15,-0.10427963733673096,0.1618513235922031,5.62091684422042e-15
ADGRE5,0.42131179571151733,0.6322764976958525,2.6091944153183185e-15,0.1353939175605774,0.26854322265669855,5.623896036544471e-15
COQ3,0.3658698797225952,0.6322457757296466,2.6197230961133116e-15,-0.7967178821563721,0.026287421862287465,5.645034175702017e-15
OSBPL10,0.40431147813796997,0.6321883750980962,2.6395055880349327e-15,0.23667597770690918,0.3940480701443486,5.686095485984369e-15
CUL4A,0.43752390146255493,0.6321781874039938,2.643031808664364e-15,0.5205196142196655,0.5911511357495605,5.692124120972647e-15
EIF2B3,0.3887650966644287,0.6321597542242702,2.6494236469698674e-15,-0.629243016242981,0.16458881855698831,5.704319231103304e-15
MST1,0.35999763011932373,0.6319754224270353,2.7141743045795487e-15,-1.351733684539795,0.03037378162855843,5.842122017177004e-15
IFT88,0.38793396949768066,0.6319615349967893,2.719114421555142e-15,-0.10315537452697754,0.23796760266825287,5.851145255957172e-15
RAB22A,0.39150571823120117,0.6319201228878647,2.733897738139618e-15,-0.139182448387146,0.2141046596454845,5.881338863511577e-15
RPL28,0.4085193872451782,0.6318709677419354,2.75154661657863e-15,-0.24284851551055908,0.11314420376828238,5.917678755809196e-15
RAVER2,0.34722644090652466,0.6318289351348985,2.766726008930028e-15,0.0729522705078125,0.2813598940486746,5.948689071426794e-15
SYNJ2,0.3504152297973633,0.6317982055279429,2.7778749964373525e-15,0.2537959814071655,0.4503527264751589,5.971019022295403e-15
ARMCX1,0.2924686670303345,0.6317713653901041,2.787648577146001e-15,0.05043226480484009,0.23977380027538,5.990381090779126e-15
EXOC8,0.3113374710083008,0.6317603686635944,2.791662578581096e-15,-1.0456469058990479,0.0005610594835442844,5.9973591567320335e-15
GHDC,0.4262007474899292,0.6315514592933947,2.8689943974030743e-15,0.2975623607635498,0.4416065920663323,6.1617996091397165e-15
ALDH1B1,0.35360950231552124,0.6314592933947772,2.90376981299019e-15,0.09644174575805664,0.3170133861362644,6.234775590779376e-15
COA5,0.2990049719810486,0.631268817204301,2.9769425525984705e-15,-0.6235309839248657,0.03271278758190918,6.390132998470153e-15
SPOUT1,0.3957793116569519,0.6312135176651305,2.998519940437731e-15,-0.16885614395141602,0.32908300323234857,6.434683943512739e-15
EIF3I,0.40445655584335327,0.6311766513056835,3.012989261243819e-15,-0.16952919960021973,0.19437407752930022,6.463961053606459e-15
HNRNPDL,0.32889819145202637,0.6311090629800306,3.0396928596647296e-15,-1.0651378631591797,0.02409048329946376,6.51946189972512e-15
CYP20A1,0.37427031993865967,0.6309677419354838,3.096273288315539e-15,-0.16781306266784668,0.22059099527949627,6.638993876426575e-15
KATNB1,0.33832859992980957,0.6308995852014732,3.1239257760799583e-15,-0.1619431972503662,0.1656922438821559,6.696450375581648e-15
HLA-DRB1,0.37778401374816895,0.6308509984639016,3.1437847789456313e-15,0.22290092706680298,0.3418775618876328,6.737173846825405e-15
CAMSAP2,0.44864219427108765,0.6308130983917334,3.159360950563343e-15,0.2788982391357422,0.4337326420971245,6.768699357794157e-15
RIN3,0.3741787075996399,0.6307869553271912,3.1701489280012756e-15,0.2377222180366516,0.39047392958626287,6.78995205772891e-15
SH3PXD2A,0.3288428783416748,0.6307403993855606,3.189449054995622e-15,0.11328136920928955,0.40480446869153625,6.8294197941899145e-15
HYPK,0.37159329652786255,0.6307035330261136,3.204813292511947e-15,-0.7497295141220093,0.06636811499823655,6.8604404964500405e-15
DHODH,0.40067726373672485,0.6306113671274961,3.2435393731530052e-15,0.07264930009841919,0.2913557468422948,6.941440486129359e-15
STAG2,0.2473178505897522,0.6306052227342549,3.2461372256419482e-15,-0.6999874114990234,0.06766500457160066,6.945099939543577e-15
CPOX,0.3645704984664917,0.6305867895545314,3.2539429263885167e-15,0.32074087858200073,0.43785714316182217,6.95989651906234e-15
SUMF1,0.3474658131599426,0.6305253456221197,3.280093946082913e-15,-0.33555638790130615,0.08098056681189907,7.013913298595009e-15
CISD2,0.4058748483657837,0.6305192012288785,3.2827202581941386e-15,-0.02364206314086914,0.26125473250079273,7.017610784256505e-15
PAPPA,0.2513030767440796,0.6305028645049058,3.289713049650224e-15,-0.41757726669311523,0.11370434770858932,7.030638107749741e-15
CFL1,0.41408079862594604,0.6304331797235022,3.3197039915265267e-15,0.061081111431121826,0.2474144916494995,7.092795580912454e-15
CPSF4,0.34432679414749146,0.6303655913978494,3.3490465165821604e-15,-0.32152605056762695,0.10748767731136524,7.153534094130437e-15
THBS1,0.3753203749656677,0.6303287250384023,3.365157647451587e-15,-0.255670428276062,0.18028051525830768,7.185985017299021e-15
RHOB,0.4093213677406311,0.6302980030721965,3.378641127490803e-15,-0.0047452449798583984,0.21435199820257758,7.212808651537407e-15
TUBB1,0.3347882628440857,0.6302734254992319,3.389465714937259e-15,-0.197037935256958,0.15995656964164195,7.233942925576872e-15
SLC1A4,0.40945178270339966,0.630252888254028,3.3985366905959513e-15,0.21879690885543823,0.4063644306555473,7.251324057239915e-15
SNX15,0.39522963762283325,0.6302344550459893,3.4066984412763286e-15,-0.7231847047805786,0.1887382749846073,7.266756260611792e-15
CCT7,0.4385896921157837,0.6301628264208908,3.4385950327989613e-15,-0.24464547634124756,0.21010981243771962,7.33279453286627e-15
